,District Name,CDS Number (District),Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Special Education # (District)
880,South Bay Union (San Diego),37-68395-0000000,5271.0,3692.0,50.0,7377.0,19.0,12.0,31.0,207.0,264.0,6137.0,30.0,186.0,7.0,503.0,0.2,0.4,2.8,3.6,83.2,0.4,2.5,0.1,6.8,618.0,8.4,27,4854.0,65.8,4715.0,85.5,1366.0,7.0,796.0
881,South Bay Union Elementary (Humboldt),12-63032-0000000,399.0,65.0,7.1,915.0,39.0,42.0,18.0,6.0,5.0,166.0,3.0,97.0,0.0,578.0,4.6,2.0,0.7,0.5,18.1,0.3,10.6,0.0,63.2,25.0,2.7,redacted,617.0,67.4,292.0,66.7,67.0,0.0,112.0
882,South Fork Union (Kern),15-63784-0000000,234.0,4.0,1.7,241.0,27.0,9.0,0.0,0.0,0.0,43.0,0.0,9.0,0.0,180.0,3.7,0.0,0.0,0.0,17.8,0.0,3.7,0.0,74.7,4.0,1.7,redacted,203.0,84.2,203.0,79.3,9.0,0.0,21.0
883,South Monterey County Joint Union High (Monterey),27-66068-0000000,2032.0,540.0,23.8,2273.0,8.0,10.0,9.0,10.0,5.0,2102.0,0.0,17.0,5.0,115.0,0.4,0.4,0.4,0.2,92.5,0.0,0.7,0.2,5.1,1307.0,57.5,redacted,1516.0,66.7,1632.0,77.3,125.0,142.0,289.0
884,South Pasadena Unified (Los Angeles),19-65029-0000000,4657.0,352.0,7.4,4779.0,61.0,12.0,1559.0,86.0,120.0,1148.0,5.0,452.0,49.0,1348.0,0.3,32.6,1.8,2.5,24.0,0.1,9.5,1.0,28.2,907.0,19.0,redacted,637.0,13.3,878.0,19.3,10.0,0.0,364.0
885,South San Francisco Unified (San Mateo),41-69070-0000000,8454.0,2251.0,25.4,8879.0,54.0,18.0,990.0,128.0,2188.0,4270.0,187.0,510.0,2.0,586.0,0.2,11.1,1.4,24.6,48.1,2.1,5.7,0.0,6.6,1731.0,19.5,26,3203.0,36.1,4164.0,47.5,35.0,137.0,864.0
886,South Whittier Elementary (Los Angeles),19-65037-0000000,2784.0,1325.0,45.4,2918.0,6.0,4.0,12.0,19.0,33.0,2753.0,4.0,4.0,0.0,89.0,0.1,0.4,0.7,1.1,94.3,0.1,0.1,0.0,3.1,434.0,14.9,18,2550.0,87.4,2651.0,91.6,249.0,0.0,413.0
887,Southern Humboldt Joint Unified (Humboldt),12-63040-0000000,677.0,29.0,3.9,747.0,26.0,12.0,6.0,8.0,2.0,112.0,7.0,30.0,11.0,559.0,1.6,0.8,1.1,0.3,15.0,0.9,4.0,1.5,74.8,32.0,4.3,redacted,353.0,47.3,362.0,48.2,45.0,0.0,62.0
888,Southern Kern Unified (Kern),15-63776-0000000,3187.0,587.0,17.2,3406.0,44.0,29.0,24.0,348.0,29.0,1794.0,12.0,60.0,29.0,1081.0,0.9,0.7,10.2,0.9,52.7,0.4,1.8,0.9,31.7,289.0,8.5,31,2437.0,71.6,2508.0,77.9,97.0,51.0,436.0
889,Southern Trinity Joint Unified (Trinity),53-73833-0000000,93.0,1.0,1.0,103.0,17.0,2.0,0.0,0.0,0.0,6.0,0.0,8.0,1.0,86.0,1.9,0.0,0.0,0.0,5.8,0.0,7.8,1.0,83.5,0.0,0.0,redacted,80.0,77.7,81.0,79.9,27.0,0.0,19.0
890,Southside Elementary (San Benito),35-67553-0000000,209.0,50.0,21.2,236.0,26.0,0.0,0.0,2.0,0.0,131.0,0.0,2.0,58.0,43.0,0.0,0.0,0.8,0.0,55.5,0.0,0.8,24.6,18.2,11.0,4.7,redacted,91.0,38.6,96.0,38.0,12.0,43.0,14.0
891,Spencer Valley Elementary (San Diego),37-68403-0000000,30.0,80.0,3.5,2276.0,53.0,19.0,75.0,193.0,37.0,709.0,17.0,190.0,32.0,1004.0,0.8,3.3,8.5,1.6,31.2,0.7,8.3,1.4,44.1,197.0,8.7,redacted,1189.0,52.2,13.0,34.5,27.0,0.0,273.0
892,Spreckels Union Elementary (Monterey),27-66225-0000000,935.0,68.0,7.0,973.0,44.0,2.0,28.0,4.0,29.0,305.0,0.0,79.0,1.0,525.0,0.2,2.9,0.4,3.0,31.3,0.0,8.1,0.1,54.0,50.0,5.1,redacted,131.0,13.5,158.0,16.7,2.0,0.0,54.0
893,Springville Union Elementary (Tulare),54-72132-0000000,309.0,15.0,4.7,317.0,27.0,10.0,3.0,0.0,4.0,65.0,0.0,0.0,1.0,234.0,3.2,0.9,0.0,1.3,20.5,0.0,0.0,0.3,73.8,0.0,0.0,redacted,158.0,49.8,158.0,48.3,0.0,0.0,0.0
894,Standard Elementary (Kern),15-63792-0000000,2883.0,178.0,5.7,3130.0,34.0,40.0,20.0,32.0,15.0,914.0,0.0,76.0,0.0,2033.0,1.3,0.6,1.0,0.5,29.2,0.0,2.4,0.0,65.0,80.0,2.6,44,2372.0,75.8,2369.0,77.9,21.0,0.0,313.0
895,Stanislaus County Office of Education (Stanislaus),50-10504-0000000,,349.0,14.7,2381.0,44.0,24.0,51.0,101.0,13.0,1205.0,13.0,71.0,26.0,877.0,1.0,2.1,4.2,0.5,50.6,0.5,3.0,1.1,36.8,177.0,7.4,16,1440.0,60.3,761.0,,37.0,0.0,402.0
896,Stanislaus Union Elementary (Stanislaus),50-71282-0000000,3327.0,805.0,23.3,3458.0,47.0,28.0,371.0,201.0,28.0,1775.0,36.0,33.0,240.0,746.0,0.8,10.7,5.8,0.8,51.3,1.0,1.0,6.9,21.6,400.0,11.6,17,2255.0,65.2,2408.0,69.8,329.0,0.0,292.0
897,Stockton Unified (San Joaquin),39-68676-0000000,32956.0,10833.0,26.4,40984.0,39.0,765.0,3714.0,4453.0,1612.0,26648.0,213.0,1088.0,19.0,2472.0,1.9,9.1,10.9,3.9,65.0,0.5,2.7,0.0,6.0,9139.0,22.3,249,32903.0,80.3,30055.0,85.1,499.0,505.0,3730.0
898,Stone Corral Elementary (Tulare),54-72140-0000000,139.0,183.0,24.7,742.0,23.0,4.0,11.0,9.0,2.0,568.0,1.0,10.0,14.0,123.0,0.5,1.5,1.2,0.3,76.5,0.1,1.3,1.9,16.6,135.0,18.2,redacted,671.0,90.4,145.0,98.9,20.0,28.0,50.0
899,Stony Creek Joint Unified (Glenn),11-62653-0000000,83.0,,,97.0,46.0,43.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,40.0,44.3,0.0,0.0,0.0,7.2,0.0,7.2,0.0,41.2,0.0,0.0,redacted,81.0,83.5,81.0,82.7,15.0,0.0,9.0
900,Strathmore Union Elementary (Tulare),54-72157-0000000,771.0,405.0,49.6,817.0,13.0,16.0,0.0,1.0,0.0,719.0,3.0,2.0,0.0,76.0,2.0,0.0,0.1,0.0,88.0,0.4,0.2,0.0,9.3,87.0,10.6,redacted,793.0,97.1,793.0,96.7,3.0,101.0,47.0
901,Sulphur Springs Union (Los Angeles),19-65045-0000000,5201.0,1183.0,22.0,5370.0,47.0,15.0,260.0,291.0,247.0,2909.0,8.0,215.0,0.0,1425.0,0.3,4.8,5.4,4.6,54.2,0.1,4.0,0.0,26.5,427.0,8.0,36,2643.0,49.2,2852.0,54.2,84.0,0.0,617.0
902,Summerville Elementary (Tuolumne),55-72405-0000000,379.0,,,402.0,38.0,33.0,0.0,3.0,0.0,71.0,0.0,35.0,7.0,253.0,8.2,0.0,0.7,0.0,17.7,0.0,8.7,1.7,62.9,6.0,1.5,redacted,186.0,46.3,186.0,48.4,20.0,0.0,59.0
903,Summerville Union High (Tuolumne),55-72413-0000000,382.0,,,1056.0,27.0,44.0,7.0,16.0,2.0,159.0,2.0,25.0,10.0,791.0,4.2,0.7,1.5,0.2,15.1,0.2,2.4,0.9,74.9,4.0,0.4,redacted,425.0,40.2,181.0,39.9,12.0,0.0,108.0
904,Sundale Union Elementary (Tulare),54-72173-0000000,795.0,139.0,16.9,821.0,36.0,3.0,4.0,3.0,2.0,389.0,0.0,1.0,0.0,419.0,0.4,0.5,0.4,0.2,47.4,0.0,0.1,0.0,51.0,34.0,4.1,redacted,347.0,42.3,362.0,44.9,74.0,6.0,24.0
905,Sunnyside Union Elementary (Tulare),54-72181-0000000,342.0,147.0,41.4,355.0,11.0,0.0,1.0,0.0,0.0,321.0,0.0,0.0,0.0,33.0,0.0,0.3,0.0,0.0,90.4,0.0,0.0,0.0,9.3,70.0,19.7,redacted,307.0,86.5,319.0,92.5,25.0,34.0,10.0
906,Sunnyvale (Santa Clara),43-69690-0000000,6248.0,2082.0,31.9,6536.0,64.0,146.0,1759.0,88.0,383.0,1969.0,54.0,443.0,239.0,1455.0,2.2,26.9,1.3,5.9,30.1,0.8,6.8,3.7,22.3,1834.0,28.1,14,2005.0,30.7,2993.0,50.7,6.0,0.0,581.0
907,Sunol Glen Unified (Alameda),01-75119-0000000,264.0,16.0,5.8,278.0,56.0,1.0,53.0,3.0,2.0,57.0,3.0,36.0,0.0,123.0,0.4,19.1,1.1,0.7,20.5,1.1,12.9,0.0,44.2,34.0,12.2,redacted,13.0,4.7,24.0,10.6,0.0,0.0,12.0
908,Surprise Valley Joint Unified (Modoc),25-65896-0000000,108.0,11.0,9.5,116.0,39.0,16.0,1.0,0.0,0.0,26.0,0.0,1.0,0.0,72.0,13.8,0.9,0.0,0.0,22.4,0.0,0.9,0.0,62.1,6.0,5.2,redacted,69.0,59.5,70.0,64.4,0.0,6.0,12.0
909,Susanville Elementary (Lassen),18-64196-0000000,1041.0,66.0,6.0,1096.0,47.0,53.0,14.0,15.0,11.0,261.0,50.0,87.0,1.0,604.0,4.8,1.3,1.4,1.0,23.8,4.6,7.9,0.1,55.1,45.0,4.1,12,583.0,53.2,603.0,56.7,0.0,0.0,80.0
910,Sutter County Office of Education (Sutter),51-10512-0000000,,78.0,18.3,427.0,46.0,6.0,28.0,10.0,2.0,177.0,1.0,8.0,16.0,179.0,1.4,6.6,2.3,0.5,41.5,0.2,1.9,3.7,41.9,23.0,5.4,redacted,263.0,61.6,292.0,,3.0,0.0,348.0
911,Sutter Union High (Sutter),51-71449-0000000,739.0,21.0,2.7,776.0,37.0,17.0,19.0,4.0,3.0,198.0,0.0,43.0,0.0,492.0,2.2,2.4,0.5,0.4,25.5,0.0,5.5,0.0,63.4,75.0,9.7,redacted,210.0,27.1,217.0,30.2,15.0,0.0,57.0
912,Sweetwater Union High (San Diego),37-68411-0000000,37055.0,9249.0,22.7,40671.0,26.0,61.0,552.0,1057.0,3347.0,31293.0,136.0,1843.0,60.0,2322.0,0.1,1.4,2.6,8.2,76.9,0.3,4.5,0.1,5.7,15822.0,38.9,120,21090.0,51.9,22961.0,59.4,435.0,16.0,4821.0
913,Sylvan Union Elementary (Stanislaus),50-71290-0000000,7758.0,1268.0,15.1,8399.0,50.0,32.0,480.0,347.0,289.0,3500.0,96.0,276.0,284.0,3095.0,0.4,5.7,4.1,3.4,41.7,1.1,3.3,3.4,36.8,786.0,9.4,24,4182.0,49.8,4413.0,55.1,29.0,0.0,1095.0
914,Taft City (Kern),15-63800-0000000,2127.0,858.0,38.7,2216.0,36.0,9.0,11.0,17.0,4.0,1213.0,7.0,13.0,55.0,887.0,0.4,0.5,0.8,0.2,54.7,0.3,0.6,2.5,40.0,158.0,7.1,redacted,1795.0,81.0,1829.0,83.3,146.0,103.0,266.0
915,Taft Union High (Kern),15-63818-0000000,957.0,77.0,7.4,1034.0,39.0,18.0,5.0,8.0,0.0,454.0,9.0,18.0,2.0,520.0,1.7,0.5,0.8,0.0,43.9,0.9,1.7,0.2,50.3,298.0,28.8,redacted,614.0,59.4,625.0,60.1,9.0,31.0,111.0
916,Tahoe-Truckee Unified (Placer),31-66944-0000000,3655.0,733.0,17.6,4153.0,35.0,19.0,27.0,11.0,4.0,1534.0,0.0,86.0,17.0,2455.0,0.5,0.7,0.3,0.1,36.9,0.0,2.1,0.4,59.1,648.0,15.6,redacted,1489.0,35.9,1529.0,40.9,38.0,0.0,456.0
917,Tamalpais Union High (Marin),21-65482-0000000,4420.0,74.0,1.6,4693.0,26.0,14.0,293.0,110.0,38.0,531.0,20.0,46.0,227.0,3414.0,0.3,6.2,2.3,0.8,11.3,0.4,1.0,4.8,72.7,408.0,8.7,redacted,328.0,7.0,371.0,7.8,2.0,0.0,475.0
918,Tehachapi Unified (Kern),15-63826-0000000,4140.0,302.0,6.9,4396.0,35.0,32.0,49.0,70.0,18.0,1402.0,5.0,64.0,3.0,2753.0,0.7,1.1,1.6,0.4,31.9,0.1,1.5,0.1,62.6,239.0,5.4,24,1749.0,39.8,1795.0,40.6,76.0,33.0,483.0
919,Tehama County Department of Education (Tehama),52-10520-0000000,,9.0,4.1,219.0,29.0,0.0,0.0,3.0,0.0,46.0,0.0,12.0,3.0,155.0,0.0,0.0,1.4,0.0,21.0,0.0,5.5,1.4,70.8,5.0,2.3,redacted,135.0,60.3,34.0,,1.0,0.0,61.0
920,Temecula Valley Unified (Riverside),33-75192-0000000,26971.0,1667.0,5.6,29917.0,53.0,188.0,1154.0,1002.0,1428.0,10030.0,75.0,3031.0,4.0,13005.0,0.6,3.9,3.3,4.8,33.5,0.3,10.1,0.0,43.5,2769.0,9.3,111,6997.0,23.4,7393.0,25.4,69.0,0.0,3778.0
921,Temple City Unified (Los Angeles),19-65052-0000000,5750.0,1208.0,20.5,5884.0,37.0,9.0,3831.0,35.0,87.0,1227.0,7.0,180.0,0.0,508.0,0.2,65.1,0.6,1.5,20.9,0.1,3.1,0.0,8.6,2219.0,37.7,12,2293.0,39.0,2778.0,48.4,18.0,0.0,525.0
922,Templeton Unified (San Luis Obispo),40-68841-0000000,2299.0,122.0,5.1,2388.0,30.0,14.0,35.0,11.0,9.0,512.0,5.0,98.0,22.0,1682.0,0.6,1.5,0.5,0.4,21.4,0.2,4.1,0.9,70.4,97.0,4.1,redacted,374.0,15.7,411.0,18.0,40.0,0.0,155.0
923,Terra Bella Union Elementary (Tulare),54-72199-0000000,888.0,674.0,73.7,914.0,5.0,2.0,3.0,3.0,5.0,875.0,0.0,0.0,2.0,24.0,0.2,0.3,0.3,0.5,95.7,0.0,0.0,0.2,2.6,118.0,12.9,redacted,901.0,98.6,902.0,97.1,0.0,31.0,41.0
924,Thermalito Union Elementary (Butte),04-61549-0000000,1409.0,272.0,18.2,1493.0,56.0,66.0,411.0,32.0,10.0,196.0,6.0,118.0,7.0,647.0,4.4,27.5,2.1,0.7,13.1,0.4,7.9,0.5,43.3,130.0,8.7,21,1342.0,89.9,1371.0,90.0,20.0,1.0,139.0
925,Three Rivers Union Elementary (Tulare),54-72207-0000000,135.0,1.0,0.7,140.0,34.0,1.0,3.0,0.0,2.0,31.0,0.0,7.0,8.0,88.0,0.7,2.1,0.0,1.4,22.1,0.0,5.0,5.7,62.9,4.0,2.9,redacted,52.0,37.1,52.0,40.6,0.0,0.0,5.0
926,Tipton Elementary (Tulare),54-72215-0000000,550.0,394.0,69.9,564.0,5.0,1.0,6.0,3.0,0.0,509.0,0.0,1.0,32.0,12.0,0.2,1.1,0.5,0.0,90.2,0.0,0.2,5.7,2.1,70.0,12.4,redacted,475.0,84.2,517.0,94.2,1.0,28.0,21.0
927,Torrance Unified (Los Angeles),19-65060-0000000,22791.0,3899.0,16.5,23696.0,64.0,47.0,7025.0,887.0,1192.0,6960.0,120.0,1848.0,277.0,5340.0,0.2,29.6,3.7,5.0,29.4,0.5,7.8,1.2,22.5,5252.0,22.2,80,6140.0,25.9,8623.0,37.5,101.0,0.0,2409.0
928,Tracy Joint Unified (San Joaquin),39-75499-0000000,14397.0,4285.0,26.1,16426.0,52.0,49.0,1782.0,1033.0,899.0,8294.0,157.0,607.0,2.0,3603.0,0.3,10.8,6.3,5.5,50.5,1.0,3.7,0.0,21.9,2750.0,16.7,75,8162.0,49.7,8959.0,56.3,403.0,19.0,1631.0
929,Traver Joint Elementary (Tulare),54-72223-0000000,199.0,158.0,73.1,216.0,8.0,0.0,6.0,0.0,0.0,200.0,0.0,1.0,0.0,9.0,0.0,2.8,0.0,0.0,92.6,0.0,0.5,0.0,4.2,6.0,2.8,redacted,195.0,90.3,207.0,96.2,0.0,7.0,11.0
930,Travis Unified (Solano),48-70565-0000000,5359.0,203.0,3.6,5564.0,64.0,33.0,224.0,626.0,600.0,1297.0,71.0,547.0,36.0,2130.0,0.6,4.0,11.3,10.8,23.3,1.3,9.8,0.6,38.3,321.0,5.8,19,1517.0,27.3,1606.0,31.4,40.0,0.0,584.0
931,Tres Pinos Union Elementary (San Benito),35-67561-0000000,121.0,4.0,3.2,124.0,30.0,1.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,86.0,0.8,0.0,0.0,0.0,27.4,0.0,2.4,0.0,69.4,1.0,0.8,redacted,21.0,16.9,25.0,16.0,2.0,0.0,15.0
932,Trinidad Union Elementary (Humboldt),12-63057-0000000,192.0,,,198.0,31.0,15.0,1.0,0.0,0.0,18.0,0.0,21.0,0.0,143.0,7.6,0.5,0.0,0.0,9.1,0.0,10.6,0.0,72.2,0.0,0.0,redacted,110.0,55.6,108.0,57.0,1.0,0.0,17.0
933,Trinity Alps Unified (Trinity),53-76513-0000000,676.0,13.0,1.7,745.0,28.0,48.0,8.0,4.0,1.0,72.0,1.0,46.0,20.0,545.0,6.4,1.1,0.5,0.1,9.7,0.1,6.2,2.7,73.2,4.0,0.5,redacted,413.0,55.4,413.0,58.5,16.0,0.0,90.0
934,Trinity Center Elementary (Trinity),53-71761-0000000,12.0,,,14.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,92.9,0.0,0.0,redacted,0.0,0.0,9.0,62.9,0.0,0.0,0.0
935,Trinity County Office of Education (Trinity),53-10538-0000000,,2.0,2.1,94.0,44.0,7.0,0.0,9.0,1.0,21.0,0.0,2.0,0.0,54.0,7.4,0.0,9.6,1.1,22.3,0.0,2.1,0.0,57.4,1.0,1.1,,77.0,81.9,,,0.0,0.0,15.0
936,Trona Joint Unified (San Bernardino),36-67892-0000000,251.0,25.0,2.6,949.0,50.0,7.0,23.0,132.0,4.0,245.0,5.0,21.0,100.0,412.0,0.7,2.4,13.9,0.4,25.8,0.5,2.2,10.5,43.4,39.0,4.1,redacted,721.0,76.0,189.0,70.4,21.0,0.0,60.0
937,Tulare City (Tulare),54-72231-0000000,9187.0,2494.0,26.1,9565.0,24.0,30.0,160.0,285.0,35.0,7411.0,16.0,95.0,0.0,1533.0,0.3,1.7,3.0,0.4,77.5,0.2,1.0,0.0,16.0,1017.0,10.6,56,7595.0,79.4,7726.0,81.0,396.0,83.0,654.0
938,Tulare County Office of Education (Tulare),54-10546-0000000,,287.0,11.1,2595.0,39.0,17.0,48.0,49.0,14.0,1491.0,7.0,69.0,1.0,899.0,0.7,1.8,1.9,0.5,57.5,0.3,2.7,0.0,34.6,171.0,6.6,20,1412.0,54.1,897.0,,11.0,0.0,1161.0
939,Tulare Joint Union High (Tulare),54-72249-0000000,5171.0,763.0,13.9,5486.0,27.0,34.0,64.0,175.0,20.0,4060.0,9.0,14.0,39.0,1071.0,0.6,1.2,3.2,0.4,74.0,0.2,0.3,0.7,19.5,1834.0,33.4,35,3953.0,72.1,3792.0,72.9,227.0,98.0,344.0
940,Tulelake Basin Joint Unified (Modoc),25-73593-0000000,402.0,232.0,51.7,449.0,24.0,1.0,0.0,2.0,0.0,345.0,0.0,8.0,1.0,92.0,0.2,0.0,0.4,0.0,76.8,0.0,1.8,0.2,20.5,71.0,15.8,redacted,323.0,71.9,357.0,80.0,0.0,11.0,38.0
941,Tuolumne County Superintendent of Schools (Tuolumne),55-10553-0000000,,3.0,1.4,219.0,31.0,4.0,0.0,2.0,5.0,40.0,1.0,11.0,0.0,156.0,1.8,0.0,0.9,2.3,18.3,0.5,5.0,0.0,71.2,1.0,0.5,redacted,107.0,48.9,65.0,,8.0,0.0,58.0
942,Turlock Unified (Stanislaus),50-75739-0000000,13353.0,3799.0,26.8,14201.0,40.0,100.0,701.0,297.0,42.0,8036.0,81.0,181.0,147.0,4616.0,0.7,4.9,2.1,0.3,56.6,0.6,1.3,1.0,32.5,2033.0,14.3,102,8319.0,58.6,8852.0,64.9,64.0,77.0,1540.0
943,Tustin Unified (Orange),30-73643-0000000,23338.0,4626.0,19.2,24130.0,52.0,44.0,4431.0,457.0,519.0,11275.0,78.0,752.0,111.0,6463.0,0.2,18.4,1.9,2.2,46.7,0.3,3.1,0.5,26.8,5932.0,24.6,79,8891.0,36.8,10669.0,44.8,251.0,7.0,1971.0
944,Twain Harte (Tuolumne),55-72421-0000000,240.0,2.0,0.8,254.0,22.0,3.0,2.0,0.0,0.0,37.0,3.0,6.0,0.0,203.0,1.2,0.8,0.0,0.0,14.6,1.2,2.4,0.0,79.9,1.0,0.4,redacted,146.0,57.5,148.0,61.5,4.0,0.0,32.0
945,Twin Hills Union Elementary (Sonoma),49-70961-0000000,706.0,37.0,3.0,1252.0,30.0,4.0,11.0,8.0,2.0,207.0,1.0,109.0,28.0,882.0,0.3,0.9,0.6,0.2,16.5,0.1,8.7,2.2,70.4,46.0,3.7,redacted,201.0,16.1,93.0,24.7,0.0,6.0,79.0
946,Twin Ridges Elementary (Nevada),29-66415-0000000,83.0,4.0,4.2,95.0,35.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,62.0,0.0,0.0,0.0,0.0,13.7,0.0,21.1,0.0,65.3,0.0,0.0,redacted,85.0,89.5,85.0,89.6,9.0,0.0,19.0
947,Twin Rivers Unified (Sacramento),34-76505-0000000,24619.0,8324.0,26.0,31979.0,57.0,241.0,2555.0,4454.0,318.0,13404.0,454.0,1277.0,498.0,8778.0,0.8,8.0,13.9,1.0,41.9,1.4,4.0,1.6,27.4,5869.0,18.4,185,26514.0,82.9,20962.0,86.7,1733.0,0.0,3954.0
948,Two Rock Union (Sonoma),49-70979-0000000,155.0,55.0,33.1,166.0,43.0,0.0,0.0,1.0,1.0,73.0,3.0,13.0,0.0,75.0,0.0,0.0,0.6,0.6,44.0,1.8,7.8,0.0,45.2,4.0,2.4,redacted,83.0,50.0,87.0,52.9,0.0,16.0,21.0
949,Ukiah Unified (Mendocino),23-65615-0000000,5554.0,1759.0,26.7,6579.0,43.0,370.0,62.0,58.0,32.0,3264.0,8.0,176.0,10.0,2599.0,5.6,0.9,0.9,0.5,49.6,0.1,2.7,0.2,39.5,883.0,13.4,96,4561.0,69.3,4354.0,75.3,143.0,338.0,685.0
950,Union Elementary (Santa Clara),43-69708-0000000,5609.0,711.0,12.4,5751.0,52.0,14.0,1358.0,70.0,63.0,927.0,16.0,480.0,74.0,2749.0,0.2,23.6,1.2,1.1,16.1,0.3,8.3,1.3,47.8,1202.0,20.9,redacted,554.0,9.6,1088.0,19.8,10.0,0.0,554.0
951,Union Hill Elementary (Nevada),29-66407-0000000,633.0,10.0,1.5,669.0,16.0,5.0,5.0,1.0,1.0,50.0,3.0,26.0,22.0,556.0,0.7,0.7,0.1,0.1,7.5,0.4,3.9,3.3,83.1,10.0,1.5,redacted,252.0,37.7,30.0,27.6,20.0,0.0,61.0
952,Union Joint Elementary (Marin),21-65516-0000000,8.0,2.0,16.7,12.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,redacted,0.0,0.0,7.0,44.4,0.0,0.0,2.0
953,Upland Unified (San Bernardino),36-75069-0000000,10642.0,1117.0,10.1,11028.0,45.0,48.0,583.0,895.0,192.0,6117.0,32.0,220.0,73.0,2868.0,0.4,5.3,8.1,1.7,55.5,0.3,2.0,0.7,26.0,1407.0,12.8,50,5794.0,52.5,6018.0,54.1,541.0,0.0,1267.0
954,Upper Lake Unified (Lake),17-76976-0000000,750.0,48.0,5.8,834.0,45.0,84.0,8.0,7.0,2.0,257.0,0.0,34.0,4.0,438.0,10.1,1.0,0.8,0.2,30.8,0.0,4.1,0.5,52.5,39.0,4.7,redacted,627.0,75.2,631.0,75.6,56.0,10.0,83.0
955,Vacaville Unified (Solano),48-70573-0000000,10491.0,1235.0,9.5,12952.0,52.0,85.0,308.0,780.0,393.0,4707.0,90.0,924.0,187.0,5478.0,0.7,2.4,6.0,3.0,36.3,0.7,7.1,1.4,42.3,1400.0,10.8,28,5299.0,40.9,4875.0,42.1,72.0,131.0,1318.0
956,Val Verde Unified (Riverside),33-75242-0000000,19195.0,4116.0,20.6,19953.0,28.0,76.0,276.0,2904.0,285.0,14898.0,82.0,374.0,39.0,1019.0,0.4,1.4,14.6,1.4,74.7,0.4,1.9,0.2,5.1,5142.0,25.8,299,16349.0,81.9,16742.0,83.1,1893.0,0.0,2058.0
957,Valle Lindo Elementary (Los Angeles),19-65078-0000000,1069.0,157.0,14.1,1117.0,6.0,0.0,45.0,0.0,7.0,1054.0,0.0,1.0,0.0,10.0,0.0,4.0,0.0,0.6,94.4,0.0,0.1,0.0,0.9,345.0,30.9,redacted,940.0,84.2,950.0,85.7,16.0,0.0,69.0
958,Vallecito Union (Calaveras),05-61580-0000000,562.0,39.0,6.6,592.0,27.0,8.0,4.0,1.0,2.0,100.0,1.0,31.0,5.0,440.0,1.4,0.7,0.2,0.3,16.9,0.2,5.2,0.8,74.3,15.0,2.5,redacted,240.0,40.5,243.0,42.1,15.0,0.0,88.0
959,Vallecitos Elementary (San Diego),37-68437-0000000,199.0,120.0,35.2,341.0,25.0,4.0,1.0,2.0,1.0,260.0,3.0,3.0,0.0,67.0,1.2,0.3,0.6,0.3,76.2,0.9,0.9,0.0,19.6,81.0,23.8,redacted,261.0,76.5,180.0,90.3,0.0,84.0,27.0
960,Vallejo City Unified (Solano),48-70581-0000000,11718.0,2758.0,19.0,14554.0,58.0,60.0,398.0,4069.0,2141.0,5850.0,304.0,328.0,314.0,1090.0,0.4,2.7,28.0,14.7,40.2,2.1,2.3,2.2,7.5,2514.0,17.3,120,10115.0,69.5,9603.0,76.1,176.0,0.0,1432.0
961,Valley Center-Pauma Unified (San Diego),37-75614-0000000,3832.0,976.0,24.0,4069.0,45.0,372.0,31.0,21.0,29.0,2120.0,8.0,168.0,0.0,1320.0,9.1,0.8,0.5,0.7,52.1,0.2,4.1,0.0,32.4,649.0,15.9,21,2109.0,51.8,2239.0,54.2,131.0,103.0,520.0
962,Valley Home Joint Elementary (Stanislaus),50-71324-0000000,170.0,43.0,24.6,175.0,38.0,0.0,2.0,2.0,0.0,74.0,0.0,4.0,1.0,92.0,0.0,1.1,1.1,0.0,42.3,0.0,2.3,0.6,52.6,22.0,12.6,redacted,90.0,51.4,95.0,53.1,0.0,0.0,0.0
963,Ventura County Office of Education (Ventura),56-10561-0000000,,348.0,10.9,3182.0,43.0,16.0,68.0,47.0,27.0,1430.0,4.0,151.0,0.0,1439.0,0.5,2.1,1.5,0.8,44.9,0.1,4.7,0.0,45.2,456.0,14.3,34,1454.0,45.5,471.0,,53.0,0.0,902.0
